Ligand_Name,Binding_Affinity_kcal_mol,Fingerprint_1024b,MolWeight,LogP,H_Donors,H_Acceptors,TPSA,fr_benzene,fr_Ar_OH,fr_NH2,fr_NH1,fr_amide,fr_COO,fr_Ar_N,fr_ester,fr_ketone,fr_sulfonamd
mol_189.pdbqt,-10.68,0110100000000000000001000000000001001000000000000000000000000000000000000000000010010000000000000000000000000000001010000000000000000000000100000000000000000000000000000000000000000100000000000000000000110000000000000001000000000000000000000000000000000000001000100000001000000000000000000100000000110100000000100011000000010000000000000000000100000010000010000000001101000000000000000000000110000000000101000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000010000000000000100000000000000000000000000100000000000000000000000000000010000010000000000000000000000000000000000000010010100000011000000000000000001000100000000000000100000100100000000100000000000000000000000000000001000000000001000000001000000000000000010000000000000011000000000000000000000000010000010000000010000000000000001000000000000000000010000000000000100000100000000000000000000100000000000000000000000000000000000000000000001000010000,619.8460000000001,8.279620000000008,4,9,119.69000000000001,2,1,0,0,0,0,0,0,1,0
mol_1640.pdbqt,-9.378,0100000000000010000001000000000001001000000000000000001000000000100000001000000010010000000000000000000000000000000010000100000000000000000100000000000000000000000000000000000100000000000000000001000000100000000000100000000000000000000001000000000000000000001000100000001000000000000101001000000000000000000000000010000000000000000000000000000000000000000010000000000000000000010010000000010000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000100000000100000000000010010000000000000000100000000000000000000100000000000000000000000000000010000010000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000100000000000000000000100000001000000000001001000000000001000000000000000000000000000000001000000011000000000000000000000000000000010000010000010001000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,515.6750000000002,7.347400000000007,1,5,66.84,3,0,0,0,1,0,0,0,1,0
mol_1539.pdbqt,-8.446,0100100000100000000000000010000001000000000000000000000000000000110000000000000010000001001000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000001000000000010001000000000000000000000100000000000000000000000000001100000000000000000101100000000010000100000010000000000000000000000110000010000000000000000000000000000000010000000000000000000000000000000000000000000000000001000010000010000000000000000000000000000010000000000000000000100000000000000001000000000000000000000000010000010000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000010000010000000000000000000000000000000000000000000000001100000001000000000001000000000000100000000000000000000000000000000000000000000100000000000000000000001000000010000000100000000000010000100000001000000000000010000000000000000010000000000000000000000000000000000000000100011000100000001000000000010000100000000000000010000000000000000000000000000100000000000000000010000,573.756,3.125200000000002,3,6,125.03999999999999,2,0,0,2,2,0,0,0,0,1
mol_195.pdbqt,-9.788,0000000000010001000001000000000001001000001000000000000000010000100000000100000010000000000000000000000000000000000000000100000010000000010000000000000000000000000000000000001100000000000000010000000000000000000000000001000000000000000000000000001000000000011000000000001000000000000000000000001000000000000000000010000000010000000000100000000000000010000010000000000000000001011000000000010000010000000000100000000000000000000010000000000000000000000010000000000010000000000000000000000000000000000000100000000000100000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000001000000001000000100000010000000000000001000100000000000011000000100000000000000000000000000000000000000000011000000000001000000000000000000000000000000000000000001000010000001000000000000010000000000000000001000000000000000000000000000000010000010010000100010000010000000000010000000010000000000000000000000000000000000000000000000000000,509.6280000000004,4.694100000000004,2,6,110.52,2,0,0,1,0,0,2,0,1,1
mol_588.pdbqt,-9.358,0100000000000000000000000000000001000000000000100001000000000001100001000000000110000000000000101100000000000000001011000000000010000000000000000001000000000000000000000000000100000000000000000000000000110000000000010000001000010001000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000100100000000000000010000000000001010000000000000000001000000000000000010000000000000100000000000000001010000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100001000000000000000000000100000000000000000000000010000000100000000000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000010000000010000000000000000000000000001000100000100000000000001000000000000000001000000000000000000000000010000000000001000010000000000100000100000100000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000,570.7590000000001,5.335220000000005,5,6,130.47,4,0,2,2,2,0,0,0,0,0
mol_274.pdbqt,-11.6,0000000000000001000000000000000000000000001000000000000000000000100000000100000010000000001010000000000000000000000000010000000010000000000000000001000000000000000000000010000100000100000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000100000000000010000100000000000000001010000000010000000000000000000000000000000000000000001100000000000000000000000010000100000000000000000000001000000000100000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000100001000100000000001001000000100000001000000000001000010000000000000101000000000000001000000000000000100000001000000000000000001000000000000000000000000010000100000001000110000000000000000000000000000000000000000010000000000000000000000000100000000000010000000000000000000001100000000000001000000010000,680.8090000000001,5.779600000000006,5,6,147.81000000000003,5,0,1,2,3,0,2,0,0,0
mol_452.pdbqt,-8.813,0100000000000000000000000000000001000000001000000000000000000000100000000000000110000000001000000000000000000000100001000100000010000000000000000001000000000000000000100000000100000000000000000000000000000000100000000000000000010000000000000000000010000000000000000000000000000000001110000100000000000000110000000000000101000000000000000000000000000010000010000000010100000001000000000000010000000000000000000000000000010000000000000000000000000000000010000000000000000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000110000010000000000000000000000000000000000000010000000000000000000100000000001000100010000000000101000000100000000000000000000001000000000000000000000000100001000000010000000100000000000011000000000001000000010000000000000000000100010000001000011000000000010000000000100000100010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000,535.6630000000004,1.7257000000000007,4,8,137.42999999999998,2,1,0,2,1,0,0,0,0,1
mol_405.pdbqt,-9.157,0100000000000000000000000000000001000000011000000000000000000000100000000000000110000000000000000000000000000000000011000100000010000000000000000000000000000000000000100000000100000000000000000100000000000000000000000000000000010001000000000000000000000000000000000000000000000000001100000000000000000000100000100001000100100100000000000000000000000010000010000000000000000001000000000000010000100000000000000000000000010000000000000000000000000000000110000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000000001000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000100000000001000100000000000000001000010000000000000000000000000000000000000000000001000000001000100010000000100000000000011000000000001000000010000000000000000010100010000001000010000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,572.749,3.797500000000002,4,7,127.16999999999999,3,2,0,1,1,0,0,0,0,1
mol_77.pdbqt,-8.565,0100000000000000000000000000000001000000001000000000000001000000100000000000000110000000000000000000000000000000000000000100000010100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000100000000000000000000001000000000000000000000000000000000100000000000000000100100000000000000000000000000010000010000000000000000001000011000000010000000010000000000000000001010000000000000000000000000000000010001010000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000010000000000100000000000000000000000000010000000000000000001100100000001000100000000000000001000000000000000000010000000000000110000000000000000000000001010000010000000001000001000010000100000001000000010000000000000000000000010000001000000000000000000001000000000000100010000000010000000000000010000000000000000000000000000000000000000000000000000000000000000100010000,503.6650000000004,1.7423000000000017,2,7,91.34,2,0,0,1,0,0,0,0,0,1
mol_1694.pdbqt,-9.025,0100000000000001000000000000000001000000011000000000000000000000100000000000000110000000000000000000000000001000001001000000000010000000000000000000000000000001000000000000000100000000000000001000000000000000000000000001000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001010000000000100100001000000000001010010000000000000000001000000000000000010000000000000000100000000000000000000010000000000000000000000000000000000000000000000000100000000000001000000000100000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000001000000000000010000000100000000000000001000000000000110000110010000000000000000000010000001000100000000000000001000010000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000001000000010000000000000000000000000000000000010000000000000000000000000000000010100000010000000000000000000000000010000000000001000110000000000000000000000000000000000000010000,527.6870000000004,2.586840000000001,3,6,107.97000000000001,2,0,0,2,3,0,0,0,0,0
mol_1697.pdbqt,-11.002,0100000000000000000000000001000000000000000000000000000000000001100000000000000000000000000000000000000000000000000010000100000000000000100000000000000000000000000000000000000100000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000010100000000000000000010000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000010100000000000000000100010000000000000000000000000000000000000000000000010000010000000001000000000000000010000000000000000000000000001000000000010001000000000100000000000000000000000000000000000000000010000000000000000000000000001000100000000000000000101000000000000000001000000000000000100000000010000001000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000,436.53200000000004,7.047300000000005,1,4,50.44,4,1,0,0,0,0,0,0,0,0
mol_365.pdbqt,-10.908,0101000000000000000000000000000000000000001000000000000100000000100000000000000110000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000010001010000000000000000000000011000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000100000010000000000000001010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010001000000000000000000000000000000000000000001000110000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000100010000000000000000000000000000000000010000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000,618.7740000000002,4.394300000000004,5,5,118.89,4,0,0,2,2,0,0,0,0,0
mol_1494.pdbqt,-10.077,0101000000000000100000000000000001000000001000000000000100000000101000000000000110000000000000000000000000000000001001000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000010001010000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000010001000000000001010010000000000000000000000000000000000000000000000011000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000001000000000001000000001000000000001000000000000000000000000000000000000000000010000010000000000000000000000010000000000000010000000000000000000000000010001000100010000000000001000010000000000000000000000000000000000000000000000000000001000000000000000000000000000101000000000001000100010000000000000000000000010000001000010001010000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,560.6910000000004,4.343100000000003,4,6,117.12000000000002,3,0,0,2,2,0,0,0,0,0
mol_1786.pdbqt,-8.591,0100000000000000100000001000000001000000001000000000000000000000100000000001000110000000000000000000000000000100001001000000010010000000000000001001000000000010000000000001000100000000000000000001000000000000000000000000000000000001000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010001100000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000110000000000000000000010000000000000000000100000000001000100010000000000000000011000000000000000100000000000000011000100000000000010001000000000000000001010000000100100000000001000000010000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000,466.49400000000014,3.419880000000002,3,8,168.57999999999998,2,0,1,1,1,0,0,0,1,0
mol_283.pdbqt,-9.252,0100000000000010000000000000000001000000010000000000000000000000100000000000000000000000000000000000000000000000000010000100000000000000100000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000100000000000000100000000000000010000000000000000000000000000000000000000010000000000000000000010000000000000000000000000000000000000000000100000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000010110100000000000000100000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000010000000000000000000000100000000001000000000000000000000000001000000000000000100000000011000010000100000000000000001000000000000000000000000000000100000000001000000000000000100000000010000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,383.4250000000001,5.195200000000003,1,6,93.58,2,1,0,0,0,0,0,0,0,0
mol_417.pdbqt,-9.836,0100000000000000000001100000000001001000000000000000000000010000000000010000000010010000000000000000000000000000001010000000000010000000000000000000001000000000000000000000000000000000000000000000000010110000000000000001000000000000000010000000001000000000011000100000001000000000000100000100000000010000000000100011000000011000000000000000000000000010000010000000000100000100001000000100000111000000000100000000000000110000000011000000000000000000000010000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000001000000000000000000000000010001000000000000000000000000000000000000000000000000000000000010000000010000010000000000000000000000000000000000000000010000000000000100000000000001000100000000000000100000100100000000000100000000000000000000000000001000000000101010000000000000000000000000000000000000011000000000000000000000000010000000000000000000000000000100000000000000000000010000000000000100000000000000000000000000000010000000000010000000000000000000000001000001000000000,678.7950000000002,8.048920000000008,3,8,125.82000000000002,2,1,0,1,0,0,1,0,1,1
mol_262.pdbqt,-9.466,0110000000000000000001000000000001000000011000000000000000000000100000000000000110000000000000100000000000000000001001000000000010000000000000100001000000000000000000000000000100000000000000000000010000000000000000000001000000000000000000100000000000000000000010000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000010000000000001000000100010000000000000000000000000000000000000000000000000000100010000000001000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100010000000000000000000000000000001000100010100000000100010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000010000000000000100000000000000000010010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000010001000000000000000000100100000,593.6710000000003,4.618300000000003,3,5,113.60000000000001,3,0,0,3,3,0,0,0,1,0
mol_7.pdbqt,-9.911,0000000000000000000000000000000000000000001000000000000000000000100000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000010000000000000000000000010000000010000000000000000000000000000000000000000001000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000100000000001000100000000001000000000101000001000000000100000010000000010000100000000000000001000000000000000100000000000000100000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000001100000000000000000000010000,596.6400000000002,4.8852000000000055,2,7,150.29,4,0,0,0,2,0,0,0,0,0
mol_962.pdbqt,-9.348,0100000000000001000000000000000001001000000000100000000000000001100000000000000010010000000000000000000000000000000010100000000000000000010000000000000000000000000000000000000101000000000000000000000000100000000000000000000000000000000000000000000000000000001000100000001000000000000000000000001000000000000000000010000000000100000001100000000000000000000010000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001001000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000110000010000000000000000000000000000001000000000000000000000010000000000000001000000000000000000000000100000000000000000000000100000000000000000011000000001001000000000000000000000001000000000000000011000000000001000000000000000000000000000000000000000000000000000010000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000,432.5850000000002,6.992400000000006,1,4,46.53,3,0,0,0,0,0,0,0,1,0
mol_394.pdbqt,-9.95,0000000000010000000000000000010000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000100010000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000010000100000000000000000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000010010100010000000000000000000000000000000000000000000000000000000000000000000001000100000001000000000000100000000000000000000000010000000000000000000000000000001000000000000000100000000000010000000000001000000000000000000010000010000010000000000000000000000000010000000000000000010000000010000000000000010000000000000000000000000000000000000000000001100000000000000000000010000,550.6520000000003,3.030800000000001,2,7,100.93000000000002,2,0,0,0,2,0,0,0,0,0
mol_110.pdbqt,-8.62,0100100000000000000000000000000011000001001000000100000000100000100000000000000110000000000000000000001000000000000001010100000010000000000000000000000000000000000000100000000100000000000000000000000000000000100000000000001000010000000000000000000000000000000000000000100000011010001100000000000000000100101000100000000100000000000000000000000000000010000010000000000000000001000000000000010000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100000000001000100010000000000001000000000000000000000000000000000000000000000000000000000001000000010000000100000000000011000000000101000000010000000000000000000100010000001000010000000000000000000000000000100010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,558.7410000000004,4.102700000000003,3,6,116.17,2,0,0,1,1,0,0,0,0,1
mol_45.pdbqt,-9.559,0100000000000001000000000000000001000000001000000000000000000000100000000000000110000000000000000000000000001000001001000000000010000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000000000010000000000000010000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000001010000000000100100001000000000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000000000000100000000000000001000000000000000000000000100000001000000000000010000000110000000000000000000000000000010000000010000000000000000000000000001000100000000100000001000000000000000000000010000000000000000000000000000000001001000000000000000000000000000000000000000001000000010000000000000000000000000000000000010000000000100000000000000000000010000000011000000000000000000000000000010000000001000100000000000001000000000000000000000000010000,514.0660000000003,3.1284400000000017,3,4,98.74000000000001,2,0,0,2,3,0,0,0,0,0
mol_419.pdbqt,-10.963,0100000000000000000001100000000001001000000000000000000000010000000000010000000010010000000000000000000000000000001010000000000010000000000000000000001000000000000000000000000000000000000000000000000010110000000000000001000000000000000010000000001000000000011000100000001000000000000100000100000000010000000000100011000000011000000000000000000000000010000010000000000100000100001000000100000111000000000100000000000000110000000011000000000000000000000010000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000001000000000000000000000000010001000000000000000000000000000000000000000000000000000000000010000000010000010000000000000000000000000000000000000000010000000000000100000000000001000100000000000000100000100100000000000100000000000000000000000000001000000000101010000000000000000000000000000000000000011000000000000000000000000010000000000000000000000000000100000000000000000000010000000000000100000000000000000000000000000010000000000010000000000000000000000001000001000000000,678.7950000000002,8.048920000000008,3,8,125.82000000000002,2,1,0,1,0,0,1,0,1,1
mol_1435.pdbqt,-8.149,0100000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000100010000000010000000110000000001000000010000000000000010000000000000000000000000000000010000000001000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000010100000000000001000000110000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000010000000000000100000000100000001000000010000000000000000000000000000000000000000000010100100000000000000000000001000000000000000000000000000000000100000001000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000001000001000000000000000010000000000000000000000000000000000000000000000010000,322.3600000000001,4.049100000000004,1,4,59.67,2,1,0,0,0,0,0,0,0,0
mol_1859.pdbqt,-10.073,0100100000000001000000000000000001000000010000000000000000000000100000000000000010000000000000000000000010000000001000010000000010000000000000000000000000000000000000000001000100000000100000010100000000100000000000000000000000000001000100100010000000010000000000010000000000000000000000000000001000000100010000000010000000000000000001000000010000000000001010000000000010000000000000000000010010000000000000000000000000000000000000000000000000001010000000001000000000000000000000100000000000000000000000000000000000000000100000000001000000000000000001100000010000000000000000000010100000000000000000000010000000000000000000001000000000000000000000000010100010000000000010000000000000000000010000010000000100000000000000000000001000000000000000000000000000000000000000000000000000000000100000001000000000000001000000000000000000000000000100000000000001000000000000000000000000010000000000000000010000000000000000000000000000000010000000110000000000000000000000000000000000010000000000000000000000000000000000000000000000010000,492.5720000000003,5.378500000000005,2,6,109.08,2,1,0,1,2,0,0,0,0,0
mol_932.pdbqt,-9.755,0100100000000001000000001000000001000000011000000000000000000000100000000000000110000000000000000000000000000000001001000000000010000000000000000000000000000001000100000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000001000000000000000000000000100001000000000000000100100000001000000000000010010001010000000000000000001001000001000010010000000000000000000000010000000000011000000000000000001000010000000000000000000000010000001000000000000000000000000000100000000000000000001000000010000000001000000000000000000010001000010000101010000000000000001000000001000000000000000000000001000001000000010000000100000000000000000000000000000010010000000000000000000000000000000001000100000000100000001000000000000000000000000000000000000000100000000000000000001000000000000000000000000010001000011000101000000010000000000000001000000000000001010010000100000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000011000,764.0019999999996,3.6747000000000014,5,9,178.03,2,1,0,3,3,0,1,0,0,0
mol_1866.pdbqt,-10.154,0100000000000000000000000000000001000000001000100000000000000000100000000000000110000000000000000000000000001000001001000000000010000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000000000010000000000000010000000001000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000001010000000000000100001000000000001010010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000010000100000000000000000001000000000000000000000000100000001000000000100010000000110000000000000000000000000000010000000011000000000000000000000000001000100000000100000001000000000000000000010010000000000000000000000000000000001001000000000000000000000000000000010010000001000000010000000010000000010000000000000000010000000000100000000000000000000010000000011000000000000000000000000000000100000000000100000000000000000000000000000000000000010000,534.0280000000002,2.6647200000000013,4,5,118.97000000000001,2,1,0,2,3,0,0,0,0,0
mol_1568.pdbqt,-9.371,0110100000000001000010000000000001000000010000000000000000000000100000000000000010000000000000000000000000000000000000110000000010000000000000000000000000000000000000000000000000000000100000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000100000000100010000000000000000001000000010000000000000010100100000100000000000000000000000000000001000000000000000000000000000000000000000000001100000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000001000000000100000010000000000000000000010100000000000001000000110000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000100000000001000000000001000000010000000000000000000000000000000000000000000000000000000001010000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000010100000000000000000000000010000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000010000,409.5260000000002,5.284900000000004,2,4,79.53999999999999,1,1,0,1,1,0,0,0,0,0
mol_1042.pdbqt,-8.3,0100000000000000000001000000000001000000001000000000000000000000100000000000000110000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000100000000000000000000000100000000000000000000000100000000000000000000000000000000000100010000000000000000000000000010000010000000000000000000000000000000010010010000000000001001000000000000000000000000000000000000000010000000000010000000000000000000000000000010000010000000000000000000000000000000000000000000000000001000000000000000000001000001000000000000100000000000000000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000010000000000000000100000000001000100000000100000000010000000000010000000000100000000000000000000000000100000001000000010000100100010000000010000000000001001000010000000000000000000100010000010000010010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,544.7580000000002,5.286420000000006,2,4,103.78,2,0,0,1,1,1,0,0,0,1
mol_1259.pdbqt,-9.128,0100100000000000000000000000000001000000001000000000000001000000100000000000000110000000000000100000000000000000001001000000000011010000000000000000000000000001000100000000100100000000000000000000010000000000000000000000000000010000000000000000000000000001011000000000100000001000000100000000001000000100001000000000000000000000000000000000000000000000001010000000000000000000001000000000010010000000000000000000000000000000000010000000000010000000100000000000000000000000000010000000000000000010000000000010000000000000100000000001000000000000000000000000000000000000000011000000000001010000000000000001000001000000000000000000000000001000000000000010000000100000000000000001000010000000010000010000000000000000000000000000101000100000000100000000000000000000010000000000000000000000000000000000000100000001000000000000000000000100000000000010000101000100010000001000000000000000000000000010010000100000000000010000000000000010000000010000000000000000000000000000000000000000000000000000000000000010000000000000001000010000,647.9050000000003,4.634000000000003,4,6,123.66,1,0,0,3,3,0,1,0,0,0
mol_1642.pdbqt,-10.441,0100000000000000000000000000010101000000001000000000000000000000100000000000001110000000000000000000000000000000001001000100000010010001000000000000000000000000000000100000000100000000000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000000001100000000000000000000100000000000000100100000000000000000000000000010000010000100000100000001001000000100010000000000000000000010000000010000000001000000000000000000000010000000000000000000000000000000001000010000000000000000001010000000000000100000000000000001000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000100000000100000101000000000000000000010010000000000000000100100000001000100000000000000001000001000000000000000010000000000100000000000000000000000001010000010000000100000001000011000100000001000000010000000000000000010100010000001000010000000000100000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,690.81,6.271420000000005,3,8,120.86,3,0,0,2,1,0,1,0,0,1
mol_1256.pdbqt,-10.081,0100000000000001000000000000000001000000011000000000000000000000100000000000000110000000000000000000001000000000000001000000000010000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000010000000000000000000000001000000000000000000000000000010000000000000000000100001000000000000000000000000001000000000000000000000010011000000100000001000000000000010000000000000000000001000000000000000010000000000100000000000000000001000000000000000000000010010000000000000000000000000000000000000000000000000000000100000000010000000000000000000000000000000001000000000000000000001000000000000000100000000000000000000000000010000010000000000000000000000010000100100000010010000000000000000000000000001000100010000000001001000010000000000000000000000000000000000000000000001000100001000000000000000000000000000001000000000001000000010000000000000000000000000000001000010000010000000000010000000000001010100000000000000000000010000000000000000000000001000010000000000000000000000000000000000000010000,602.7280000000003,4.259640000000003,3,7,115.35000000000001,3,0,0,2,2,0,0,0,0,0
mol_317.pdbqt,-8.626,0100000000000000000001000000000001000000010000000000000000000010100000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000010000010000000000000000000000000000000000000100000000000000000000000100000000000000000000000100000000000000000000000000000000000100010000000000000000000000000010000010000000000000000000000000000000010010000010000000001001000010000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000001000000000000100001000000000000000000000000000000000000000000000000000010100000000000000100000000000000000000000000000010000100000000000100000000001000000000000100000000000000000000000000000000100000000000000000000000000100000001000000010000100100010000000010000000000001001000000000000000000000000100010000010000010010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,489.6380000000003,3.493520000000001,3,5,115.81,2,0,0,2,1,1,0,0,0,1
mol_1521.pdbqt,-9.545,0000000000000000000000000000010000000000001000000000000000000000100000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000010000000000000000000000010000000010000000000000000000000000000000000000000001000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010100000000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000100000000000000000000000010000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000010000000000000000000000000000000000000010000000000000000010000000010000000000000000000000000000000000000000000000000000000000001100000000000000000000010000,434.5800000000002,3.488400000000002,2,3,64.01,2,0,0,0,2,0,0,0,0,0
