Ligand_Name,Binding_Affinity_kcal_mol,Fingerprint_1024b,MolWeight,LogP,H_Donors,H_Acceptors,TPSA,fr_benzene,fr_Ar_OH,fr_NH2,fr_NH1,fr_amide,fr_COO,fr_Ar_N,fr_ester,fr_ketone,fr_sulfonamd
mol_378.pdbqt,-8.57,0000000000000000000000000000000001000000000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000000000100000000000000001000000000000000000100000000001000000000000000000000000000000000000000100000000000000010000000010000000000100000001000000000000000000000010000000000000000000000001000010000000001000000000100000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000010000000010000000000000000000000000000000000000000100000000000000000001000010100000000000000000000000000000000000000000000000000000000100000000000010000010000000000000000000000000000000000000010010000000010100000000000000001000000000000000000100000000000000000000000000000000000000100000000000000000000001000000000000000000000000000000000100000001000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000,340.375,3.7782000000000036,2,5,79.9,2,2,0,0,0,0,0,0,0,0
mol_822.pdbqt,-10.422,0101000000000000000000000000000001001000001000000000000100000000101000000000000110000000000010000000000000001000000000000000010010000000000000000100000000000000000000000000000100000000010010000000010000000000000000000001000000010000010000000010000000110001001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000010000010000000000100010001001000000001010000000000000000000001000000000000000010000000000011000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000011000000001000000000000000000000000000000000000000000100000000000010000010000000000000000101000010000001010000000010000000000000000000000010001000100000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000010000000010010001000100010001000000000000000000010010000000010001010000000000000000000000000010000001010000000000000001000000000000000000000000000000000000001000000000000000000010000000010000,646.8100000000002,3.215440000000001,4,8,141.09,2,0,0,2,3,0,1,0,0,0
mol_364.pdbqt,-8.929,0100000000000000000000000000000001000000001000000000000000000000100000000000000110000000000000000000000000000000000001000100000010000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001100000000000000000000100000000000000100100000000000000000000000000010000010000000000000000001000000000001010000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100100000001000100000000000000001010000000000000000000000000000000100000000000000000000000001000000010000000100000001000011000100000101000000010000000000000000000100010000001000010000000000000000000010000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,506.66500000000025,2.4472000000000005,3,6,116.17,2,0,0,1,1,0,0,0,0,1
mol_666.pdbqt,-9.188,0100010000000000100000000000000001000000001000000000000000000000100000000000000111000000001000000000000010000000001001000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000010001000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000010000010000000000000000001001000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000010000000000000000001000000000010000000000000010000000000000000000000000000001000100010000000001001000010000000000000000000100000000000000000000000000000000011000000000000000000000001000101000000000001000001010000000000000000000000000000001000010000100000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000,491.63200000000023,5.215700000000005,3,5,104.30999999999999,2,0,0,2,1,0,2,0,1,0
mol_1833.pdbqt,-9.414,0100000000000000000000000000000001000000001000000000000000000000100000000000000110000000000000000000000000000000000001000100000010000000000000000001000000000000000000000000000100000000000000000000000000000000100000000000000000010000000000100000000000000000000000000000000000000000001100000000000000000001100000000000000100000000000000000000000000000010000010000000000000000001000000000000010000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000001000100010000100000101000000000000000000000000000000000000000000000000000000000001000000010000000100000000000011000000000001000000010000000000000000000000010000001010010000000000010000000000000000100001000000000001000000000000000000000000000000000000000000000000000000000000100000000000000000100000,524.6830000000003,4.622000000000004,2,5,95.94,3,0,0,1,1,0,0,0,0,1
mol_1821.pdbqt,-8.048,0110100001000000000000000001010000000000000000000000000000000000100000000000000010000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000100000010000000000000010000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000100000000001000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000010000010000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000100000000001000000000000001000000010000000000000000010010000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,300.4020000000001,2.656500000000001,1,2,49.410000000000004,1,0,0,1,2,0,0,0,0,0
mol_710.pdbqt,-10.596,0100000000000010000001000000000001101000001000000000000000000000100000000000000010010000000000000000001000000000101010000000000000000000000000000000001000000000000000000000000100000000000000000000000000110000000000000001000000000000000000000000000000000000001000100000001000000000000100000000000000010000010000100011000100011000000000000000000000000010000010001000000101000100000000000100010110000000000100000000000000010000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010001000000000100000000000000000000000000000000000000000000000010000000010000010000000000000000010000000000000000000010010100000000000000100000000001000100000000000000000000100000000000000000000000000000000000000100001000000000001100000000000000000000000000000000000000011000000000000000000000000010000000000000000000000000000000000000000000000000010001000000000100000100000000000000000000100010000000000000000000000000000000000000000001000000000,621.8210000000004,9.103900000000003,3,8,120.01,3,0,0,0,0,0,0,0,1,0
mol_1295.pdbqt,-9.482,0000000000000001000001000100000000000000001000000000000000000000100000010000000010000000000010000000000000000000000000000000000000000000000010000001000000000000000000000000000100000000000000000000000000000000000000000001000000000000010000000000000000000000000001000000000000000000000000000000000000000000000001000010000000000000000000000000000001000000000011000100000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000100000000000000000000001000100000000000000000000000000000000000000000000010000000000000000010000001000001000000000000000100000000100000000000000001000000000000000000000000010000000000000000010000100000000000000000000000000000000000010000000000000000000000000100000000000000000000100000001000000000000000000000000000010000,548.6430000000001,4.304600000000002,3,4,129.96,4,0,2,0,4,0,0,0,0,0
mol_168.pdbqt,-10.058,0100000000010001000001000000000001000000001000000000000000010000100000000000000010000000000000000000000000000000000000010100000010000000000000000000000000000000000000000000000100000000000000010000000000000000000100000001000000000000000000000000001000000000010000000000000000000000000100000000000100001100000000000010000000000000000000000000010000000010000010000000000000000001001000000000010000000001000000000000000000000000000010000000000000001000100010000000000010000000100000000000000000000000000100100000000000000000000000000000000000000000000000000000010000000000000000000010100100000000001000000010000000000000000000000000000000000000000000000010010010000000000000000000000000000000000000000000000100000000000000000000001000100010000000011000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000010000000000000000000010000000000000000001000000000000000100000000000000010000010110000000000000010001000000010000000000000000000000000000000000000000000000000000000010000,505.59600000000023,4.206800000000003,2,6,114.42999999999998,2,1,0,1,0,0,2,0,0,1
mol_441.pdbqt,-8.206,0000000000000000000000000000000000001010000000000000000000000000000000000010000000000000001000000010000000000000001000000000000000000000000000000001000000000000000001000000000000000100000000000000000000001000000000001000000000010000010000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000110000000000000000000000000000000000000000010000010000000010000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000001000000000000000001000000010000000010000000000000000000100000000000000000000010000000000000000010000010000010101000000000000000000000000000100000000000000000000000000000010000,316.71000000000004,4.198900000000001,2,1,41.13,1,0,0,2,2,0,0,0,0,0
mol_743.pdbqt,-8.584,0100000000000000000000000010000001000000001000000000000000000000101000000000000110000010001000000000000000000000001001000000000010000010000000000000011000000001001100000000000100000000000000000000000000000000000000000000000000010000100000000000010000000000000000000000100000000000000000000000000000000100001000000000000100000000000000000000000000000010001010000000000000000001000000000010010010000000000000000100000000001000000000000000000000000001000010000000000000000000000001000000000000000000000000000000000000000000000000000001000000010001000000000000000000000000000001000000000001010000000000000001000000001000000100000000000000001000000000100010000000100000000000000001000000000000010010000001000000000000000100000000001000100000101100000001000000000000000000000100000000000000000001000000000000000001000000000000000000000000000001000000000001000000010000000000000000000000000000001000010000100000100000000000010000000010000000010000000001000000000000000000000000000000000000000000000000000010000000000000000000010000,712.9319999999999,1.7163000000000046,4,9,161.98,2,0,0,3,2,0,0,0,0,1
mol_1310.pdbqt,-9.15,0100100000100000000000000000000000000000000000000000000000000000000000000000000010000001001000000000000000000010000100000000000000000000000010000001000000000000000000000000000000000001000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000010000000000000000000000000001010000000000000000000000000000000000000000000010000000010000000000000000000000001000001000010000000001000000000000000000000000000000000000000000000110000000000000000000000000001000000000000010000010000000000000000100000000000000000000000000000001000000000000000000010000000000000000000000000000010000010000000000000000000000000001000001000000000000001100000001000000000001000000000000000000000000000000000000000000000000000000000100000000000001000000001000000000000000000000000000000000100001001000000000000010000000001100000000000000000010000100000000000000000000000000010000100010000000000000010000100000000000000010000000000000000000000000010000010000000000000010000,475.5460000000004,-1.4426999999999954,5,7,177.08,1,0,2,2,4,0,0,0,0,0
mol_753.pdbqt,-10.056,0100000000000000000000000000000001000000001000000000000000000000100000000000001110000000000000000000000000001000001001000000000010000000000000000000000000000001000000000000000100000000000000000000000001000000000000000000000000010000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000100000000100001000000000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000100000001000010000000010000000110000000000000000000000000000010000000000000000000000000000000000001000100000000100000001000000000000000000000010000000000000000000000000000000001001000000000000000000000000000000000000000001000000010000000000000000000000000000000000010000000000100000000000000000000010000000011000000000000000000000000100000000000000000100000000000000000000000000000000000000010000,486.0120000000001,2.5116000000000005,3,4,98.74000000000001,2,0,0,2,3,0,0,0,0,0
mol_332.pdbqt,-9.724,0100000000000000000000000000000001000000001000000000000000000000100010000000001110000000000000000000000000000000000001000100010010000000000100000000000000000000000000000001000100000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000001100000000000000000000100000000001000100000000000000000000000000000010000010000100000000000001000000000000010000000000000000000000000000010000000000000000000000000000000110000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000100000100000000000000000000000001000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000100000000001000100000000000000001000001000000000000000110000000000000010000100000000000000001000000010000000000000000000011100000000001000000010000000000000000010000010000001000010000000000000000000100000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000,559.5970000000002,1.7797,5,9,190.53999999999996,3,2,0,1,1,0,0,0,0,1
mol_1044.pdbqt,-9.523,0101000000000000100000000000000001000000001000000000000000000000100010000000000010000000000000000000000000000000011001000001000010000000000000000000000000000000000000000000000101000000000000000000000000000000000010000000000000000001010000000000000000000000000000000000000000000000000010000000000000000000000100000000000010000000001000010000000000000000000010000000100000010000000000000001010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010010010100000000000000000010000000011000000010010000000000000000000000000000001000110010010000000000010000000100000000000000000000000000000000000000000000100001000000000000000000000000000000000110000101000000000000000000000000000000010010001000010000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000,602.7320000000002,3.038800000000001,5,7,140.23,3,0,0,3,3,0,0,0,0,0
mol_270.pdbqt,-7.301,0000100000000000000000000000000000001000000000000010010000000000000000000000000010000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000010000000001000000000000000000000000000000000000000000000000000000101000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000001000000000000000000000000000000000000000000010000010000000000000000000000100000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010001000000000000001000000000000000001000000000000010000000000000000000000000000000001000000100000000000000000000010000010010000000000000000000000000000001000000000000000000000010000000000000000000000000000010000,265.1909999999999,-0.12030000000000046,2,5,90.37,0,0,1,0,0,0,2,0,0,0
mol_106.pdbqt,-10.775,0000000000000000000001000000000001001000001000000000000000000000100000000000000010010000000000000000000010000000001010000010000000000000000000000000000000000000000000000000000100000000000000000001010000100000000000000001000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000011000000010000000001000000001000000000000010000000000010000000000000000000010010000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000010001001000100000000000000000000010100000000000000000000000000000000000000000000000010000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000100000000000000000000100000000000100000001001000000000001000000000000000000000000000000001000000011000010000000000000000000000010000000000000000000000000000000000000000000000010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000100000000,498.64400000000023,8.067200000000007,1,5,59.67,3,0,0,0,0,0,0,0,1,0
mol_1443.pdbqt,-9.371,0100000000000000100000000000000001000000001000000000000000000000100000000000000110000000000000000000001000000000001001000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000010001000000000000000000001000000000000000000000000000010000000000000000000100001000000000000000000000000000000000000000000000000010011000000000000001000000000000010010000000000000000000000000000000000000000000000100000000000000000001000000000000000000000010010000000000000000000000000000000000000000000000000000000100000000110000000000000000000000000000000001000000000000000000001000000000000000100000000000000000000000000010000010000000000000000000000010000100000000010000000000000000000000000000001000100010000000001001000010000000000000000000000000000000000000000000001000100001000000000000000000000000000101000000000001000000010000000000000000000000000000001000010000010000000000010000000000001010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000,540.6570000000004,3.9723000000000033,3,7,115.35000000000001,2,0,0,2,2,0,0,0,0,0
mol_846.pdbqt,-10.145,0100000000000000000000000000000001000000001000000010000000000001100000000100000110000010000000000000000010000000001001000001000010000000000010000001000000100000000000000000000100010000000000000100000000010000000000000000000000010000000000000000000000000000000000010010000000000000000000000100000000000000000000000000000000000000000000000000000000000000001010000000000100000001101000000000010010000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000010000000000000000000000000000000001000000000000010000000000000001000000000000000000000000000000000000000000000010000000100000000000000000000000000000010000000000000000000000000000000000001000100000100000000001000000000000000000000000000000000000000000000000000000000001000000000000000000000001000011000000000001000001010000000000000000101000010000001000010000000000000000000000000000000001000000000000000000000000010000000000000000000000001000000000000000000000000000001010000000000000,638.7690000000003,3.3073000000000032,5,6,166.75,3,0,1,3,5,0,1,0,0,0
mol_456.pdbqt,-9.437,0100000000000000100000000000000001000000001000000000000000000000100000000000001110000000000000000000000000000000001001000000000010000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000000000010001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001100000000000001000000000000010010000000000000000000000000000000000000000100000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000110000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000100000010000000000000010000000000000000000000000000001000100010000000001001000010000000000000000010000000000000000000000000000000000001000000000000100000000000000101000000000001000000010000000000000000010000000000001000010000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,518.6580000000004,4.079100000000002,5,6,139.7,3,0,2,2,2,0,0,0,0,0
mol_826.pdbqt,-9.45,0100000000000001000000000000000001000000011000000000000000000000110000000000000110000000000000000000000000000000000001000100000010000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001100000000000000000000100000000000000100100100000000000000000000000010000010000000000000000001000001000000010000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000100100000001000100000000000000101000010000000000000000000000000000100000000000000001000000001000000010000000100000001000011000100000001000000010000000000000000010100010000001000010000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,540.6820000000004,3.3786000000000023,3,6,116.17,3,1,0,1,1,0,0,0,0,1
mol_1867.pdbqt,-9.972,0100000000000001000000000000000101000000001000000000000000000000100000000000000110000000000000000000000000001000001001000000000010000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000010000000000000010000000001000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000000000001010000000000100100001000000000001000010000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000010000100100000000000000001000000000000000000000000100000001000000000000010000000110000000100000000000000000000010000000010000000000000000000000000001000100000000100000001000000000000000000000010000000000000000000000000000100001001000000000000000000000000000100000000000001000000000000000000000000011000000000000000010000000000100000000000000000000010000000011000000000000000000000000000011000100000000100000000000000000000000000000000010000010000,544.0920000000003,3.142460000000002,4,5,118.97000000000001,2,1,0,2,3,0,0,0,0,0
mol_1684.pdbqt,-3.997,0000000000000000000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000100000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000100000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000001000000,141.23899999999998,2.4244000000000003,1,1,12.36,0,0,0,0,0,0,0,0,0,0
mol_509.pdbqt,-9.812,0100000000000000000000000000000001000000001000000000000000000001100000000000001110000000000000000000000000000000000001000100000010000000000000000000000000000000000000110001000100000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000001100000000000000000000100000000000000100000000000000000000000000000010000010000100000000000001000000000000010000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000100000000001000100000000000000101000001000000000000000110000000000000010000100000000000000001000000010000000100000000000011100000000001000000010000000000000000010100010000001000010000000000000000000000000000100000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000,557.6250000000003,3.0549000000000017,4,8,170.30999999999997,3,2,0,1,1,0,0,0,0,1
mol_1229.pdbqt,-9.12,0100000000000000100000000000000001000000001000000000000000000000100000000000000110000000001000000000000000000000001001000000000010000000000000000000000000000000000000000000000100000000000000000000000010100000100000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001010000000000000000001000000000000010010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000010000000100000000000001000000000000000000000010000000000000000000000000000001000100010000000000001000010000000000000000000000000000000000000000000000000000001000000000100000000000000000101000000000001000000011010000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000,455.5990000000002,4.123700000000003,4,5,99.69000000000001,2,0,0,3,2,0,0,0,0,0
mol_1596.pdbqt,-9.795,0100100000000000000000000000000011000000001000000000000000000000100000000010000110000000000000000000001000000100000001010001000010100000000010001000000000000000000000000000000100000000000000000000000000000000100000000100000000010001000100000000000000000000000000001000000101000000000000000000001000000100001000000000000000000000000000000010000000000000000010000000000100000001001000000010010000000000000000010000000000000000000001000000000000000000000000001000000000000000000000000000100001000000000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000010000000000000000100000000000000000000000000010010000000000000000000000001001100100010000001000001000000000001000000010000000000000000100000001000000100000001000000000000000000000000000000000000000001000000010000000000000001010000000000000010010000000000001000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000010000,664.895,6.7244400000000075,2,7,95.75000000000001,3,0,0,1,1,0,3,0,0,0
mol_1678.pdbqt,-7.823,0000000000000000000000000001000001000000000000000000000000000000100000000000000000000000001000000000000000000000000010010000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000001000000000001000000000010000000000000010000000000000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000100100000001000000000000000000000000000000000000000000000010000000000000001001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000100001000000000000000000000000000000001000000000000000000100000000000000000000000000001000100000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,282.368,3.6787000000000027,2,2,44.89,2,0,0,2,1,0,1,0,0,0
mol_844.pdbqt,-9.203,0000000000000000000000000000000001000000010000000000000000000000100000000000000010000000000000000000000000000000000010000100000010000000100000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100010000000000000000000000000010000000000000010000100000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000100100000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010100100000000000000000000001000000000000000010000000000000000000000000010000010000000000000000100000000000000000110010000000000000000000000000000001000100000100000000000000000000000001000000000000000010000100000000000000000000001000000000000000000000000000000000100000001000000000000000100000000010000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,368.41000000000014,4.091300000000002,1,6,76.74,2,1,0,0,0,0,0,1,0,0
mol_657.pdbqt,-8.211,0100000000000000100000000000000001000000001000000000000000000000100000000001000110010000000000000000000000000000001001000000010010000000000000000001000000000000000000000000000100000000000000000001000000000000001000000000000000000001000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010001100000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000010000000000000000000010000000110000000000000000000001000100010000100000000000010000000000000000000000000000000001000100000000000010001000000000000000001000000000100000000000001000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000001000000,449.5070000000002,3.0807800000000007,3,7,142.51,2,0,1,1,1,0,0,0,2,0
mol_1252.pdbqt,-9.318,0100000000000000000000000000000001000000001000000000000000000000100000000100000110000000001000000000000000000000000001000100000010000000000000001000000000010000000000100000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001110000100000000000100110000000000000100000000000000000000000000000010000010000000000000000001000000000000010000000000000000000000000000010000000000000000000000000000000010000000000000000010001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000000000110000000000000000000000000000000000000010000000000000000000000000100000000001000100000000000000101000000100000000000000000000000000000000000000000000000000001000000010000000100000000000011000000000001000000010000000000000000010100010000001000010000000000000000000000000000100010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000010000,489.63800000000026,1.7368000000000003,4,6,118.97,2,1,0,2,1,0,0,0,0,1
mol_1510.pdbqt,-9.306,0100100000000000000000001000000011000001001000000000000000000000100000000010000110000000000000000000001000000100000001010001000010000000000010001000000000000000000001000000000100000000000000000000000000000000100000001100000000000001000000000000000000000000000000000000000100000000000000000000000000000100001000000000000000000000000000000000000000000000000010001000010100000001001000000010010000000000000000010000000000000000000001000000000000000000000000001000000010000000000000000000100010000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000010000000000000000010000000000000000000000000000000000000000000000000010000000010000000100000000000000000000000000010010000000000000000000000000101000100010000001000001000000000001000000010000100000000000100000000000000000000001000000001000000000100000000000000000000001000000010000000000000000010000000000000000010000000000000000000000000000000010000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000010000,613.2060000000001,6.235920000000007,1,6,75.52000000000001,3,0,0,1,1,0,3,0,0,0
mol_1128.pdbqt,-9.29,0100100000000000000000001000000001000000001000000000000000000000100000000010000110000000000000000000000000000100100001000000000010000000000010001001000000000000000001000000000100000000000000000000000000000000100000001100000000000001000000000000000010000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000010001100010100000001001000000000010000000000000000010000000000000000000001000000000000001000000000001000000010000000000000000000100010100000000000000000000000000000000000100000000000000000000000000000000001000000000000000000010000000000000000010000000000000000000000000000000000000000000000000010000010010000000100000000000000000000000000010010000000000000000000000000101000100010000001000001000000000001000000010000100001000000100000000000000000100001000000001000010000100000000000000000000001000000010000000000000000010000000000000000010000000000010000000000000000000010000000110000000000000010000000000000000000000000000000000000000000000000000000000000000000010000,643.2320000000001,5.862420000000006,1,7,84.75000000000001,3,0,0,1,1,0,3,0,0,0
mol_117.pdbqt,-9.914,0100000000000000000000000011000001000000000000000001000000000001101001001000000010000010000000000000000000000000001011000000000010000010000000000000001000000001001100000100000100000000000000001001000000010000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000100001000000000000110100000000000000000010000000010001010000000000000000001000000000000010010000000000000000000000000001000000001000000000000000001000010000000000000000000000001000000000000100000000000000000000000000000000000000001000000010001000000000000000000000000000001000000000001010000000000100001000000011000000100000000000000001000000000000010000000100000000000000001000000000000010000000000000000000000000100000000001000000000101100000000000000000000000000000000000000000000000001000000000000000001000100000000000000000001000000000000000001000000000000000000000000010000000000001000010000100000100000000000000000000010000000010000000001000010000000000000000000000000000000000000000001000010000000000000000000010000,794.9839999999997,4.409300000000003,4,9,144.91,3,0,0,3,3,0,0,0,0,0
mol_36.pdbqt,-9.646,0100100000000000000010000000100001001000000000000000000000000000100000000000000110000000001000000000000000000000001000000001000010000000001000000000000000000000000000000000000100000000000000000000010000000000000000000001001000010000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000001000101000000010000000000000000000010000000000000000000000001000000010011000000010000000000000000000001000000000000000000000000000000000000100000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000001000000010010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000001000000000000000000000000000000010000000000010000000000000000000001000000000011000010000000000000000010001000000000000100000000000000000000000001000000000100000000001010010000,598.8280000000002,6.777500000000009,2,4,81.08,3,0,0,0,2,0,0,0,0,0
